ligand_target,ligand_data_id,ligand_key,ligand_mol_index,receptor_target,receptor_data_id,is_native_target,vina_score,success,error,ligand_risk,ligand_qed,dock_pose_pass,mol_pred,mol_cond
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,PHKG1,26,False,-6.314,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,AKT1,80,False,-6.974,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,GRK4,2,False,-7.442,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,CDK6-4AUA,87,False,-7.87,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,IPMK,9,False,-5.32,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,CDK6-2F2C,88,False,-8.116,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,DYRK2,98,False,-8.902,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,TBK1,41,False,-6.291,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,TBK1,41,False,-7.904,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,CDK6-4AUA,87,False,-5.594,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,IPMK,9,False,-6.83,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,KS6A3,11,False,-8.127,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,60,M3K14,16,False,-6.131,True,,0.0744204997662449,0.8125183061211328,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m060.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,PHKG1,26,False,-8.941,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,CDK6-2F2C,88,False,-8.268,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,GRK4,2,False,-7.929,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,DYRK2,98,False,-9.631,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,PAK4,25,False,-7.598,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,ABL2,76,True,-9.068,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,AKT1,80,False,-10.018,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,KS6A3,11,False,-8.687,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,74,M3K14,16,False,-8.091,True,,0.0767266657833472,0.8471106222764679,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m074.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,IPMK,9,False,-7.122,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,TBK1,41,False,-8.269,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,M3K14,16,False,-7.465,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,42,CDK6-4AUA,87,False,-7.994,True,,0.0694542332263688,0.823006240061534,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m042.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,GRK4,2,False,-7.418,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,PAK4,25,False,-7.421,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,IPMK,9,False,-6.554,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,KS6A3,11,False,-8.466,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,PHKG1,26,False,-8.826,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,44,PAK4,25,False,-6.152,True,,0.1025035968390556,0.857543261781479,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m044.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,44,GRK4,2,False,-6.499,True,,0.1025035968390556,0.857543261781479,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m044.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,44,PHKG1,26,False,-6.862,True,,0.1025035968390556,0.857543261781479,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m044.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,M3K14,16,False,-7.032,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,44,IPMK,9,False,-5.735,True,,0.1025035968390556,0.857543261781479,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m044.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,39,TBK1,41,False,-7.736,True,,0.187749313323813,0.7738752620715563,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
ABL2,76,4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0,44,KS6A3,11,False,-6.7,True,,0.1025035968390556,0.857543261781479,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10_4xli_B_rec_4xli_1n1_lig_tt_min_0__m044.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/ABL2_HUMAN_274_551_0/4xli_B_rec_4xli_1n1_lig_tt_min_0_pocket10.pdb
