generator,policy,key,data_id,mol_index,source_file,mol_pred,mol_cond,risk_prob,qed,all_core_pass,molecule,posebusters_position,mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,intramol_pass,protein_pass,dock_pose_pass,source,generated_scaffold,pocket_path_rel,protein_tag,protein_family,protein_unseen_train,family_unseen_train,native_scaffold,native_scaffold_unseen_train,generated_scaffold_unseen_train,family_and_generated_scaffold_unseen,family_and_native_scaffold_unseen,protein_family_or_scaffold_unseen,risk_gt_0_5
PocketFlow,pb_qed,1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0,97,7,results/pocketflow_crossdock_n16/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data097_pb_qed_m007.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10.pdb,0.2161426882241103,0.7154019612927102,True,1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0_gen__mol007,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,O=C1CCCc2cc(-c3ccccc3)ccc21,DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10.pdb,DIDH_RAT,DIDH,True,True,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,False,True,True,False,True,False
PocketFlow,pb_qed,1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0,97,10,results/pocketflow_crossdock_n16/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data097_pb_qed_m010.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10.pdb,0.3060047958600224,0.6562381650539683,True,1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10_1afs_A_rec_1afs_tes_lig_tt_min_0_gen__mol010,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc2ccccc2c1,DIDH_RAT_1_319_0/1afs_A_rec_1afs_tes_lig_tt_min_0_pocket10.pdb,DIDH_RAT,DIDH,True,True,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,False,False,False,False,True,False
PocketFlow,pb_qed,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0,62,11,results/pocketflow_crossdock_n16/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data062_pb_qed_m011.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,0.3244589216911401,0.7744069745040488,True,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen__mol011,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C(C=Cc1ccccc1)=Cc1ccccc1,PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,PAC_ECOLX,PAC,True,True,c1ccccc1,False,False,False,False,True,False
PocketFlow,pb_qed,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0,62,7,results/pocketflow_crossdock_n16/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data062_pb_qed_m007.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,0.385620528278499,0.7099483095124486,True,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen__mol007,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,PAC_ECOLX,PAC,True,True,c1ccccc1,False,False,False,False,True,False
PocketFlow,pb_qed,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0,62,15,results/pocketflow_crossdock_n16/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data062_pb_qed_m015.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,0.9322496796922316,0.6906637873110275,True,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen__mol015,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,PAC_ECOLX,PAC,True,True,c1ccccc1,False,False,False,False,True,True
PocketFlow,pb_qed,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0,62,12,results/pocketflow_crossdock_n16/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data062_pb_qed_m012.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,0.6906060655524654,0.636454574053918,True,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10_1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_gen__mol012,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,PocketFlow,c1ccccc1,PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,PAC_ECOLX,PAC,True,True,c1ccccc1,False,False,False,False,True,True
PocketFlow,pb_qed,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0,12,5,results/pocketflow_crossdock_n16/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data012_pb_qed_m005.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,0.8009132672817518,0.720387088038362,True,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen__mol005,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,CHOD_BREST,CHOD,True,True,O=C1CCC2C1CCC1C3CCCCC3=CCC21,False,False,False,False,True,True
PocketFlow,pb_qed,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0,12,1,results/pocketflow_crossdock_n16/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data012_pb_qed_m001.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,0.6104353796561985,0.6914189655700969,True,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen__mol001,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,CHOD_BREST,CHOD,True,True,O=C1CCC2C1CCC1C3CCCCC3=CCC21,False,False,False,False,True,True
PocketFlow,pb_qed,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0,12,8,results/pocketflow_crossdock_n16/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data012_pb_qed_m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,0.8206874664312355,0.6787528682949455,True,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen__mol008,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc2ccccc2c1,CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,CHOD_BREST,CHOD,True,True,O=C1CCC2C1CCC1C3CCCCC3=CCC21,False,False,False,False,True,True
PocketFlow,pb_qed,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0,12,15,results/pocketflow_crossdock_n16/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data012_pb_qed_m015.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,0.3788865935020213,0.6509995524451664,True,1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10_1coy_A_rec_1coy_and_lig_tt_docked_0_gen__mol015,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,C1=Cc2cccc(C=Cc3ccccc3)c2OC1,CHOD_BREST_46_552_0/1coy_A_rec_1coy_and_lig_tt_docked_0_pocket10.pdb,CHOD_BREST,CHOD,True,True,O=C1CCC2C1CCC1C3CCCCC3=CCC21,False,True,True,False,True,False
PocketFlow,pb_qed,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0,48,4,results/pocketflow_crossdock_n16/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data048_pb_qed_m004.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,0.988876692345534,0.7524152120078266,True,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen__mol004,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccccc1,FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,FKB1A_HUMAN,FKB1A,True,True,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,True,False,False,True,True,True
PocketFlow,pb_qed,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0,48,13,results/pocketflow_crossdock_n16/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data048_pb_qed_m013.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,0.5421341589688242,0.6815732023517801,True,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen__mol013,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PocketFlow,c1ccc2ccccc2c1,FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,FKB1A_HUMAN,FKB1A,True,True,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,True,False,False,True,True,True
PocketFlow,pb_qed,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0,48,8,results/pocketflow_crossdock_n16/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen.sdf,results/pocketflow_crossdock_n16_dockfast_selection/extracted/pb_qed/data048_pb_qed_m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,0.9972681926678189,0.6714911166410983,True,1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10_1d7j_A_rec_1tco_fk5_lig_tt_docked_0_gen__mol008,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,PocketFlow,C(#Cc1ccccc1)CCc1ccccc1,FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,FKB1A_HUMAN,FKB1A,True,True,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,True,True,True,True,True,True
